username,review,rating,sentiment
Pengguna Google,"lagi enak² nyari duit akun malah kena suspend, alasan tatatertipjek aju banding udh 3minggu ga ditanggepi,",1,negatif
Pengguna Google,mantap,5,positif
Pengguna Google,"cepat, dan akurat",4,positif
Pengguna Google,kadang suka lambat kasih driver,3,netral
Pengguna Google,"sombong banget driver nya, apk nyediain promo tapi driver nya banyak yang nolak karna ga sepadan",1,negatif
Pengguna Google,cocok buat yang tidak bisa beli sendiri,5,positif
Pengguna Google,nice,5,positif
Pengguna Google,ok,5,positif
Pengguna Google,saya suka semua fiturnya,5,positif
Pengguna Google,mantap,5,positif
Pengguna Google,sukses selalu buat apk ini,5,positif
Pengguna Google,suka ngebug gk bisa di buka,2,negatif
Pengguna Google,oke.. top,5,positif
Pengguna Google,Bermanfaat,5,positif
Pengguna Google,sangat bagus pelayanan ya terimahkasih gojek,5,positif
Pengguna Google,ok bgt,5,positif
Pengguna Google,"Knpa sih game gocats di aplikasi ini sering susah di check in & knpa bisa begini, bikin bete aja...😤😤😤",1,negatif
Pengguna Google,Kenap beli makanan gak bisa pake qris?,2,negatif
Pengguna Google,lebih baik lg,5,positif
Pengguna Google,ok,5,positif
Pengguna Google,ADAKAN GOJEK DIPACIRANN PLISSSS BUTUHH BANGETTT MEMPERMUDAHHHH TOLONG YA GOJEKKK PLISSS,5,positif
Pengguna Google,sangat bermanfaat dan mudah di gunakan,5,positif
Pengguna Google,tap tap,5,positif
Pengguna Google,"gua lapor berkali-kali nga ada proses aktifasi, pas lapor sama CS nya, baru 1 menit udah di ttup aja chat ama CS nya, padahal udah bales, nga niat kerja kah",1,negatif
Pengguna Google,pelayanan nya cepat,5,positif
Pengguna Google,ok good,5,positif
Pengguna Google,bagus dan tenang supirnya,5,positif
Pengguna Google,ter untuk costumer kalau anda sering di cancel driver.jangan salah kan driver.tapi kebijakan sistem sekarang lah yang bikin driver pada gampang cancel.penjemputan jauh.tarif ngga manusiawi.sekarang ceo nya kaya iblis drakula pinghisap keringat driver,1,negatif
Pengguna Google,terimaksh banyak,5,positif
Pengguna Google,Wokeee mantap,5,positif
Pengguna Google,good,5,positif
Pengguna Google,selalu nyaman dan aman dlm menggunakan aplikasi ini,5,positif
Pengguna Google,saya banyak menemukan driver yang modus . tiba tiba tidak ada catatan ongkir atau apa tiba tiba drivernya nagih 15.000 ! tolong diperbaiki . pecat saja drivernya itu . saya juga risih dengan driver yang minta ongkir kayak begitu .,4,positif
Pengguna Google,mantaapp banget,5,positif
Pengguna Google,enak murah,5,positif
Pengguna Google,bagus sekali,5,positif
Pengguna Google,"baguss soalnya kalau misalnya gatau mau makan apa tinggal beli di GoFood, terus kalau misalnya gaada yang bisa nganter ke tempat les, aku pake Gojek, lopyuu kejog :) eh maksudnya gojek💚💚😘",5,positif
Pengguna Google,bagus dan membantu top bgt,5,positif
Pengguna Google,"Tanggapan dan pelayanan pusat bantuannya sekarang sangat lambat. Saya kasih bintang 1 karena saya dilecehkan oleh driver gojek, tetapi sudah 3 jam tidak ada kepastian balasan laporan apapun. Saya akan viralkan masalah ini!",1,negatif
Pengguna Google,cepat,5,positif
Pengguna Google,penerimaan perlu adanya tes baca untuk driver gojek.titik koordinat pengiriman sulit. chat tidak mau baca. pengguna gojek gak jadi makan. driver atas nama tuin satuin gak bisa baca atau gak mau baca. gak jadi makan deh.,1,negatif
Pengguna Google,"Alhamdulillah sekarang ini udh lebih bagus lagi, aplikasi nya dan udh keren banget,,",5,positif
Pengguna Google,"kasihan para driver, penjajahan dimasa modern, karena ada layanan langcor (langganan gacor) langmat (langganan hemat) customer bayar 20 ribu ke aplikasi tapi ke driver di bawah 10 ribu diterima nya",1,negatif
Pengguna Google,ok,5,positif
Pengguna Google,"Opsi mobilitas yang cepat dan praktis, dilengkapi dengan fitur pelacakan GPS dan estimasi tarif di awal. Layanan pesan-antar makanan dengan ribuan pilihan restoran dan sistem ulasan yang memudahkan Anda memilih",5,positif
Pengguna Google,tlg y Para Gojek yg Terhormat.klu anda semua ada Wa!!tlg Hubungin lewat wa Saja Cukup mah!!jgn pakek Tel Biasa d dihubungin balik..!!TIDAK BISA!!DAN KLU DIKASIK ALAMAT TANYAAAA NOHH!!!JGN PERNAH BERDASARKAN TITIKKKK.MELULU.SUKA SALAH!!PAHAM ANDA SEKALIAN!!!KITA CUSTEMER SDH BUANG DUIT.PINGIN SENANG.JADI BETEEE!!!TOBAT..BGT!!TLG PIMPINAN GOJEK DITRANING PARA GOJEK NYA🙏THANK YOU,2,negatif
Pengguna Google,"akun gopay saya dinonaktifkan tetapi saldo akun saya msh ada, tolong dibantu bagaimana cara mencairkan saldo saya itu kak.",1,negatif
Pengguna Google,"kalau ada alamat email yang bisa kirim pengaduan ya, lebih leluasa ceritanya dan banyak screenshot yang bisa dilampirkan. sy cari di apk ga nemu di sebelah mana.",5,positif
Pengguna Google,Gojek offers various services that make daily activities more convenient.,5,positif
Pengguna Google,baik,5,positif
Pengguna Google,mending itu cs gojek ganti aja semua pak. saya sering liat di kantor bagian cs kerjaan ngerumpi aja itu,1,negatif
Pengguna Google,good job deh kak,5,positif
Pengguna Google,good,4,positif
Pengguna Google,"mo bayar aja ribet gblk aplikasi suka ngebug, ganti gojek malah tetap tunai, tolol.",1,negatif
Pengguna Google,"aplikasi ini sangat membantu saya, driver nya begitu ramah dan juga tepat waktu, saya merasa sangat terbantu dengan adanya aplikasi ini.",5,positif
Pengguna Google,gojeg mencret,1,negatif
Pengguna Google,saat ini yang terbaik dalam layanan,5,positif
Pengguna Google,sangat membantu disaat belanja makanan,5,positif
Pengguna Google,ujan dkit muahal. .,1,negatif
Pengguna Google,gercep,5,positif
Pengguna Google,bagus,5,positif
Pengguna Google,"udh nunggu makanan lama2 malah di cancel driver biadab padahal pesen yg express malah pelayanannya kaya hemat, tolong ditindak driver yg begitu kalo males gausah jadi driver pantesan miskin terus",1,negatif
Pengguna Google,Selalu memudahkan akuhhh.. Tengkiuh para driver yang baik hatiii semoga sehat selalu,5,positif
Pengguna Google,"jaringan bagus tapi lag pas bila gojek,, buka grab aman yg aman gopay aman,, buka gojek lag gak bisa pesen",5,positif
Pengguna Google,"TRANSFER NYA KENAPA GAGAL TERUS , SENGAJA BANGET BIAR GUE KENA DENDA",1,negatif
Pengguna Google,terima kasih Gojek sukses selalu!!!,5,positif
Pengguna Google,"suruh drivernya yg ganiat narik matiin apknha saya dipecat gara"" telat gojek gadateng"" gabergerak daro titik",1,negatif
Pengguna Google,bagus sekaliii,5,positif
Pengguna Google,ok.,5,positif
Pengguna Google,cakep,5,positif
Pengguna Google,mantap,5,positif
Pengguna Google,bagus,5,positif
Pengguna Google,agus,5,positif
Pengguna Google,"tolong perbaiki aplikasi, untuk verifikasi wajah jangan terlalu dekat layar ke hp, cahaya terlalu terang bisa bahaya untuk kesehatan mata. terima kasih.",1,negatif
Pengguna Google,"tidak bisa login padahal baru bbrp hari kemaren baru isi saldo. di email minta solusi malah dikasih dibalas dengan email gajelas disuruh lihat laporan yg mana harus lihat di gojek sedangkan gojek saya tidak bisa login, kan gajelas!!. mau login malah disuruh download ulang di play store. pelayanan sampah, gajelas.",1,negatif
Pengguna Google,baik,5,positif
Pengguna Google,Sangat Murah Dan Cepat,5,positif
Pengguna Google,bagus pelayananya,5,positif
Pengguna Google,"Saya ingin Chat dengan CS tapi kenapa sudah di tap2 di layar HP, tidak muncul tool keyboard-nya? Jadinya saya tidak bisa ketik text, adanya hanya template chat cepat saja.",4,positif
Pengguna Google,Banyak diskon dan promo mantap,5,positif
Pengguna Google,hahahahahah,5,positif
Pengguna Google,"untuk pengantaran gofood, gak bisa share live tracking",4,positif
Pengguna Google,cepat,4,positif
Pengguna Google,semakin mahal.. aplikasi keluhan di gojek tidak memberikan manfaat dan solusi..,2,negatif
Pengguna Google,"Oke ralat. Kemarin banyak driver yang masih aktif nolak permintaan, dan kalian kalo emang ga mau kerja matiin status on kerja nya. Sekarang bukan cuma drivernya yang ber masalah, Apk juga bermasalah. Masa tabel diskon menghilang semua gajelas, gua udah beli gojek plus terus tiba"" gini? ngaco. edit: sampe sekarang masih gabisa dan gua udah hapus download berkali-kali dan hasilnya nihil. TABEL VOUCHER DISKON APK LO MANA KOCAK MASA GUA PAKE DEVICE YANG LAIN BISA DAN DI AKUN UTAMA GABISA?????? ANEH",1,negatif
Pengguna Google,"oke si, tapi gatau ya kenapa hari hari ini aku ga bisa check in koin gituu, gimana ya minn... minta bantuannya dong",4,positif
Pengguna Google,"sangat membantu. selalu jadi andalan menuju tempat tujuan, terutama di kota yang saya belum terlalu tahu tempat..",5,positif
Pengguna Google,lebih praktisi dan lebih hemat menggunakan aplikasi transfortasi Go-Jek,5,positif
Pengguna Google,jahat kepada driver,1,negatif
Pengguna Google,"knp tmbh jelek ini gofodNya gojek?Slalu ka dpt driver lma,Klau slesai mi pesanan ku,DriverNya yg lma di dpt dri apk,Jelek Skali sumpah,Org sdh lapar,driver Nya lma di dpt dri apk,Bkin emosih",1,negatif
Pengguna Google,top,5,positif
Pengguna Google,sopir ramah,5,positif
Pengguna Google,praktis cpat aman,5,positif
Pengguna Google,"Tarif sangat murah,bonus kecil kasian drevernya.",5,positif
Pengguna Google,gamau LG LG mesen gojek,1,negatif
Pengguna Google,bagus sekli,5,positif
Pengguna Google,sangat membantu sekali seperti mau di ojek,5,positif
Pengguna Google,order mudah dan cepat kecuali od saat hujan susah order,5,positif
Pengguna Google,mudah dan cepet datang nya,5,positif
Pengguna Google,"sangat membantu,tapi akir2 ini kalo order selalu di kasih driver yg jauh,padahal driver sekitar banyak.",3,netral
Pengguna Google,aplikasi yang bagus,5,positif
Pengguna Google,bagus,5,positif
Pengguna Google,ramah dravernya,5,positif
Pengguna Google,sejauh ini sudah cukup bagus hanya saja promonya kurang baik potongan biaya antar atau diskon makanannya,5,positif
Pengguna Google,aplikasi tolol,1,negatif
Pengguna Google,Untuk saat ini 5,1,negatif
Pengguna Google,potongan besar kasian driver yang kerja,2,negatif
Pengguna Google,"aktivitas mencurigakn terdeteksi, padahal GK pernah melakukan kesalahan.",1,negatif
Pengguna Google,good job,5,positif
Pengguna Google,pastikan udah memberi akses map ke gojek apanya?.dari dulu juga udah dikasih.cuman gojek sebelum order ada tulisan cepaaat 3 menit.begitu di order berubah jadi jauh² dapat driver sampe 10 menit..ahhhh..bikin males pake gojek dah.pindah ke lain aja,1,negatif
Pengguna Google,good,5,positif
Pengguna Google,Bagus dan gampang digunakan,5,positif
Pengguna Google,tolong buat settingan request pengemudi perempuan/laki laki juga dong kak yg versi terdekatnya kalau bisa.. terimakasih,5,positif
Pengguna Google,anj loadingnya lama banget gw jadi ketonggalan kereta,3,netral
Pengguna Google,good sih sejauh ini,5,positif
Pengguna Google,lancar slalu,5,positif
Pengguna Google,ramah dan sopan,5,positif
Pengguna Google,sejahtera untuk driver dan gojeknya,5,positif
Pengguna Google,"Kenapa akun saya tidak ada pengiriman hemat, malah reguler dengan ongkos 20rb... Mending ke aplikasi sebelah dulu ongkir hemat",1,negatif
Pengguna Google,kalo lagi di butuhin drivernya ngaco semua,1,negatif
Pengguna Google,▄︻̷̿┻̿═━一,5,positif
Pengguna Google,Gojek SatSet 👌🏻👍🏻,5,positif
Pengguna Google,"aplikasi jelek, bos.nya aja kena kasus ..",1,negatif
Pengguna Google,driver nya pada ngak jelas,1,negatif
Pengguna Google,good,5,positif
Pengguna Google,"mau ngajuin komplen klaim asuransi hilang paket, udah nunggu lama, ngasih data dan info pribadi sama keluar biaya eh malah laporannya di tutup sepihak dengan alasan pemeliharaan sistem. minimal itu ganti lah klaim asuransi customer sama jangan se enaknya minta data pribadi customer kalo ga bisa ngasih klaim asuransi nya.",1,negatif
Pengguna Google,Bagus,5,positif
Pengguna Google,"gopay pinjam ,gopaylatter gak bisa digunakan. padahal sering digunakan banyak transaksi.",1,negatif
Pengguna Google,"saya kena bentak karna ga sesuai titik, padahal udah dikasih notes dibagian mana nya dateng-dateng malah ngamuk+ngecancel. pdhl udh nunggu lama bngt. tolong lah attitudenya pada dibenerin, walaupun kalian lagi capek ya jangan ngebentak/nge lampiaskan ke customer itu. jangan dateng cuman mau marah-marah aja, langsung CANCEL kalau gamau ngangkut dri awalnya.",1,negatif
Pengguna Google,"buat apa ada diskon2 kalo drivernya suka cancel2 orderan, sudah 1 jam lebih saya di cancel2, gimana mau klik ""driver membatalkan pesanan saya"" kalo udah dilempar ke driver baru, nanti driver baru yang kena, ayo rame2 mending pake app sebelah",1,negatif
Pengguna Google,niceeeeeeeeeeee ee,5,positif
Pengguna Google,gokil nih mahh. biaya penanganan lebih mahal dri pada harga makanannya.,1,negatif
Pengguna Google,gara gara potongan 8 persen ini pengguna ojol jadi tambah mahal...,1,negatif
Pengguna Google,good,5,positif
Pengguna Google,ok,5,positif
Pengguna Google,mantap,5,positif
Pengguna Google,"aplikasi gak guna, cs nya gak guna sama sekali, buruk dalam semua hal. apalagi kalo sedang ada kendala darurat, noh pegawai gojek lu tiba2 ban nya bocor. gak guna bet cs nya",1,negatif
Pengguna Google,mantap,5,positif
Pengguna Google,mantap,5,positif
Pengguna Google,"Terus berkembang, dan bermanfaat bagi semua ya",5,positif
Pengguna Google,sangat membantu,5,positif
Pengguna Google,"Saya kan sdh komplain disini, tolonglah dilanjutkan masalah ini, saya kesulitan akses apl gojeknya. ==== ntah kenapa di android saya hanya aplikasi gojek yg tdk bisa dibuka dengan wifi, muncul pesan ""yaah... internetnya mati"". kalau pakai data aman² saja. padahal aplikasi juga selalu update ☠️",1,negatif
Pengguna Google,"di aplikasi gojek aku suka banget, banyak promonyaa, bisa bayar pakai apa sajaaa, pokoknya senenggg banget pake gojek, i love gojek",5,positif
Pengguna Google,ok,5,positif
Pengguna Google,sangat membantu,5,positif
Pengguna Google,"gimana sih aplikasi nya,sy beri tips 1 x,tp kepotong 2x",3,netral
Pengguna Google,Gojek promo dong !.,1,negatif
Pengguna Google,baik,5,positif
Pengguna Google,penjajahan sesungguhnya aplikator karya anak bangsa ini,1,negatif
Pengguna Google,Gojek is best,5,positif
Pengguna Google,Good APP,5,positif
Pengguna Google,pajak mahal mending aplikasi sebelah,1,negatif
Pengguna Google,gojek selalu terbaik,4,positif
Pengguna Google,sat set sih menurutku😎,5,positif
Pengguna Google,semakin kedepan semakin bagus,5,positif
Pengguna Google,bagus semua,5,positif
Pengguna Google,Aplikasi ini sangat berguna bagi kemajuan bangsa membantu banyak orang memenuhi beragam kebutuhan.,5,positif
Pengguna Google,bertele tele banyak penawaran...ujung2nya upgrade harga,1,negatif
Pengguna Google,respect king 🤭🤙🔥,5,positif
Pengguna Google,bagus driver nya baik-baik apa lagi pak agus,5,positif
Pengguna Google,"Makasih, sudah tidak wajar dengan tiap kondisi gojek tidak ada kembalian saat bayar pesanan gofood.. hampir keseringan sudah bukan jarang lagi. mohon perhatikan tiap kondisi para gojek untuk kasih dana lebih supaya ada kembalian, jangan sampai terulang lagi dan lagi. saya sudah sabar",1,negatif
Pengguna Google,bagus,5,positif
Pengguna Google,okeyy,5,positif
Pengguna Google,🤸🤸,5,positif
Pengguna Google,Lebih ditingkatkan lagi dlm hal service kpd pelanggan,5,positif
Pengguna Google,cepa,5,positif
Pengguna Google,ini tolong dong perbaiki masalah buat beli tiket kereta soalnya setiap beli delay bngt jadi buang-buang waktu dan setiap mau keluar pake qris delay nya lebih parah lagi,3,netral
Pengguna Google,Bagi pengguna aplikasi ini hanya mengingatkan kalau sekarang gojek itu memprioritaskan agar driver mendapatkan ongkos paling rendah.,1,negatif
Pengguna Google,Good,5,positif
Pengguna Google,driver bngsatt semua ya,1,negatif
Pengguna Google,terimakasih sudah melayani kita dengan sepenuh hati dan mantaps,5,positif
Pengguna Google,mantap tingkatkan lagi aplikasi gojek'y,5,positif
Pengguna Google,sopan,5,positif
Pengguna Google,bagus,5,positif
Pengguna Google,Good,4,positif
Pengguna Google,mantapp,5,positif
Pengguna Google,setiap pakai wifi selalu aja problem internet mati lah gak konek lah apalah padahal lancar jaya kalau app lain. cuma di gojek doang yg nolak pakai wifi. buka halaman depan bisa. buka menunya ga bs. mesti pakai jaringan hp sendiri baru bisa jalan. udah lama kek gt dsn itu annoying gt ga diperbaiki,1,negatif
Pengguna Google,baik,5,positif
Pengguna Google,suka,4,positif
Pengguna Google,"gaje banget, saya pengen tf teman saya aja butuh ktp padahal gopay loh, terus saya setiap pesen makanan pasti aja driver nya lama lamain terus waktu saya ingin batalin malah gabisa, terus saya pesan gojek pencarian cepat yang dikasih gojek yang lokasinya jauh banget",1,negatif
Pengguna Google,nice,5,positif
Pengguna Google,"Sangat terbantu dengan adanya Gojek untuk keperluan transport, terima kasih kaka driver, semoga rejekinya lancar selalu",5,positif
Pengguna Google,"keren, cepat datang nya, ramah, baik, ayo pakai gojek",5,positif
Pengguna Google,"pake apk gojek lebih dr 7thn bru kali ini dpt motor plat no dan plat di apk beda,mana motor listrik sumpah gk nyaman bngt duduknya cuma setengah,punggung sy sampe pegal nahannya,perjalanan lumayan 15mnt,mana drivernya berantakan bngt,asli takut dpt dia lg besok²,",1,negatif
Pengguna Google,tiap pesen go car selalu di cansel sama driver nya. maless sekaliii.,2,negatif
Pengguna Google,mantap,5,positif
Pengguna Google,mantap lah pakai gojek👍👍,5,positif
Pengguna Google,semua terbantu....,5,positif
Pengguna Google,nice,5,positif
Pengguna Google,buruk,1,negatif
Pengguna Google,sangat membantu,5,positif
Pengguna Google,knpa yaa akhir2 ini susah cari driver?,1,negatif
Pengguna Google,mantap,5,positif
Pengguna Google,sudah mantap,5,positif
Pengguna Google,Sip lah,5,positif
Pengguna Google,puas,4,positif
Pengguna Google,cocok sama kebutuhan berkendara sy makasih gojek,5,positif
Pengguna Google,oke,5,positif
Pengguna Google,bagus,5,positif
Pengguna Google,"sangat membantu saya sangat senang,selalu dpt ojol yg baik🙏🙏",5,positif
Pengguna Google,cepat aman dan sangat membantu,4,positif
Pengguna Google,cukup puas,5,positif
Pengguna Google,dengan aplikasi ini sya sangat terbantu pada saat bahan makan gak ada di ruma,5,positif
Pengguna Google,recommended bgt...............ga pernah kecewa pokoknya,5,positif
Pengguna Google,cepat dan ramah,5,positif
Pengguna Google,oke,5,positif
Pengguna Google,👍,5,positif
Pengguna Google,ok,5,positif
Pengguna Google,superapp yang berfungsi mempermudah berbagai kegiatan sehari-hari,5,positif
Pengguna Google,layanan nya baik,5,positif
Pengguna Google,👍,5,positif
Pengguna Google,"Semua kebutuhan sehari-hari ada di 1 aplikasi. GoRide buat ngantor, GoFood kalau mager masak, GoPay buat bayar apa aja. Drivernya cepet respon, estimasi harga jelas dari awal. Vouchernya sering muncul juga",5,positif
Pengguna Google,"Sudah complain lewat email mengenai kendala aktivitas tidak wajar di akun gojek, Tapi sudah ditunggu seharian kok gada respon atau tanggapan apapun ya? Sengaja banget mengabaikan keluhan customer apa memang seperti ini layangan customer service gojek?",1,negatif
Pengguna Google,HATI-HATI SALDO TIDAK DIKEMBALIKAN. KRONOLOGI BELI VOUCHER DI A+ REWARD PEMBAYARAN SUDAH TERPOTONG TAPI DI A+ REWARDNYA TIDAK TERBAYAR. ALHASIL VOUCHER DAN SALDO HILANG. NOMINAL 30K SUDAH 6 HARI,1,negatif
Pengguna Google,sangat membantu jika butuh kendaraan dan sedang capek nyetir sendiri. tarif juga bersahabat,5,positif
Pengguna Google,kenapa gopaynya gak bisa di pake..update cuma gak bisa..nahan dana kayaknya gopay..,1,negatif
Pengguna Google,top caman agak eror maps kadang salah,5,positif
Pengguna Google,ok👍,5,positif
Pengguna Google,"main blokir secara sepihak tanpa alasan yg masuk akal!!! dulu akun sudah upgrade dan paylater aman, tiba² paylater terblokir tanpa tau sebabnya apa, sekarang promo untuk gofood pun dibilang diblokir tidak bisa dipulihkan tanpa alasan padahal sudah berlangganan gofood plus, daaann tidak memberikan solusi apapun!! SANGAT MERUGIKAN!",1,negatif
Pengguna Google,di update malah tambah error dan lemot. loading mulu. main gocats gak bisa cek in sama gak bisa kasih makan.,3,netral
Pengguna Google,"hampir selalu pesan gocar tapi driver tidak pernah mau jemput, padahal sudah pakai prioritas , akhirnya cancel lagi dan pindah aplikasi laen",1,negatif
Pengguna Google,senang bisa pakai aplikasi gojek!,5,positif
Pengguna Google,gojek tmbah uprage dan bagus,5,positif
Pengguna Google,oke,5,positif
Pengguna Google,"tolong dong dikasih hukuman apa kek buat driver go car yang jutek jutek, hampir semua kek begitu tipikal bapak bapak emosian orang indo",3,netral
Pengguna Google,selama pake gojek alhamdulillah memudahkan urusan,5,positif
Pengguna Google,"tolong di edukasi ya driver dan ridernya, bisa ya ad opsi murah komplain ke kita, gjls bngt mending pindah app",1,negatif
Pengguna Google,"saya main bolak balok, katanya skor 10rb dapet gopay coin 10rb. Saya sudah habisin semua ruby saya, tapi pas mau nyentuh skor 10rb apk nya malah keluarin saya dari game nya dan saya gak dapet apa²",1,negatif
Pengguna Google,god job!,5,positif
Pengguna Google,"MAKIN HARI MAKIN GA NGOTAK APLIKASI, GOCAR MASA TARIF CUMAN 2600 PERKM!! POTONGAN APLIKASI BISA 40% LEBIH!! SADIS KAPITALIS RAKUS!",1,negatif
Pengguna Google,Aplikasi saya kok ga bisa d pakai,5,positif
Pengguna Google,"Aplikasi selalu error ketika melihat rangkuman transaksi, sehingga harus dihapus dan donwload ulang",1,negatif
Pengguna Google,oke,5,positif
Pengguna Google,skg saya beralih ke GOJEK saja,5,positif
Pengguna Google,Driver baik sopan,5,positif
Pengguna Google,"aplikasi aneh,,,terlalu rakus dan mahal",1,negatif
Pengguna Google,biadap,1,negatif
Pengguna Google,"Bagaimana driver mau dpt orderan, kalo aplikasi gojek penumpang nya sering error. pasti penumpang beralih ke aplikasi lain. Buatlah semudah dan se sederhana mungkin supaya bisa digunakan customer.",3,netral
Pengguna Google,driver selalu ramah pada pelanggan,5,positif
Pengguna Google,ini apk sangat membantu pergi jauh,5,positif
Pengguna Google,cari driver lama banget,1,negatif
Pengguna Google,"orderan udah Ngegantung sejam lebih gak ada kejelasannya, resto gak bisa di hubungin, mau minta tolong cs buat cancel gak di cancel, padahal saya minta cancel karna driver bilang resto tutup dan mau di cancel dari kita gak bisa harus dari resto,",1,negatif
Pengguna Google,"Pilihan menu pembayaran gak bs di ganti, kurang bagus aplikasinya bikin lama pengiriman, ga ada pilihan terjadwalnya jelek apknya",1,negatif
Pengguna Google,"Ngebantu banget ... makasih banget buat gojek, berkat kalian aku ga di hina lagi sama opang ... sering banget aku mau sewa opang malah di lempar lempar dari opang satu ke yang lain, jadi bahan ketawaan cuma karena nawar, padahal kalo opangnya baik pasti aku lebihin ... tapi berkat Gojek ... no drama, mau motor, mobil, semua tinggal pencet ... 👍🏻",5,positif
Pengguna Google,makin lebih mudah mantapp,5,positif
Pengguna Google,sangat membantu disaat saat dibutuh kan.,5,positif
Pengguna Google,kenapa giliran harusnya dapat gopay coin banyak malah gak masuk sih,2,negatif
Pengguna Google,jossss,5,positif
Pengguna Google,"kenapa abis update, notif dan telpon tidak muncul padahal sebelum update masih muncul seperti biasa",3,netral
Pengguna Google,bagus,5,positif
Pengguna Google,ok,5,positif
Pengguna Google,Mantappp,5,positif
Pengguna Google,tidak ada tanggapan dari akun saya yg dibekukan,1,negatif
Pengguna Google,nice banget,5,positif
Pengguna Google,nomor hp saya tidak lupa tapi ketika masuk.. hanya otp yg via wa yg bisa saya dapatkan. karena lupa email. kenapa sekarang verivikasinya dua kali. sedangkan saya lupa email. padahal saya msh ada saldo 145.000.mohon bantuanya yg jelas. dan mudah.,5,positif
